Brand,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Hyundai,2018,9.69,115723,Diesel,Individual,Manual,1,2.14
Skoda,2012,11.93,201698,Diesel,Individual,Automatic,0,1.33
Toyota,2019,12.04,110682,Petrol,Individual,Manual,2,2.52
Renault,2023,7.34,38926,Petrol,Dealer,Manual,1,4.48
Toyota,2010,15.67,230557,Diesel,Dealer,Manual,2,1.24
Mahindra,2014,12.69,179202,Diesel,Dealer,Manual,3,1.69
Toyota,2024,16.78,25485,CNG,Individual,Manual,0,9.93
Hyundai,2018,9.61,125370,Petrol,Dealer,Manual,3,1.88
Mahindra,2010,9.37,253922,Diesel,Dealer,Manual,0,0.81
Ford,2021,7.86,66693,Petrol,Dealer,Manual,0,3.25
Toyota,2009,12.55,261223,Petrol,Dealer,Manual,1,0.97
Mahindra,2022,12.05,52332,Petrol,Individual,Manual,0,5.66
Honda,2012,8.4,215546,Petrol,Individual,Automatic,0,0.92
Toyota,2018,16.41,134605,Petrol,Dealer,Automatic,0,4.28
Volkswagen,2025,9.67,6541,Diesel,Dealer,Manual,1,8.65
Honda,2017,9.53,131777,Diesel,Individual,Manual,1,1.9
Ford,2023,8.13,40966,Diesel,Dealer,Manual,1,4.82
Skoda,2021,12.72,73599,Petrol,Individual,Manual,1,4.39
Skoda,2016,12.75,150005,Diesel,Individual,Manual,0,2.34
Maruti,2020,7.47,94792,Petrol,Dealer,Manual,1,2.45
Ford,2011,9.51,221679,Petrol,Dealer,Manual,0,0.94
Toyota,2011,16.96,208271,Petrol,Dealer,Manual,0,1.73
Renault,2008,6.75,277646,Petrol,Dealer,Manual,1,0.45
Honda,2012,11.38,216021,Petrol,Dealer,Manual,0,1.28
Mahindra,2019,9.59,99698,Petrol,Dealer,Manual,0,2.9
Volkswagen,2022,12.76,56223,Petrol,Dealer,Manual,2,5.74
Renault,2016,7.39,157646,Petrol,Individual,Manual,1,1.11
Tata,2011,7.79,231244,CNG,Dealer,Manual,0,0.74
Tata,2011,8.03,220579,Petrol,Dealer,Manual,0,0.83
Mahindra,2014,10.05,189619,Petrol,Individual,Manual,0,1.34
Hyundai,2010,8.93,233741,CNG,Dealer,Manual,0,0.76
Toyota,2010,17.08,235466,Diesel,Individual,Manual,0,1.38
Hyundai,2022,10.16,64379,Petrol,Dealer,Manual,1,4.62
Toyota,2012,16.75,191324,Diesel,Dealer,Automatic,0,2.13
Maruti,2008,8.46,265819,Diesel,Individual,Manual,1,0.54
Maruti,2012,6.52,196404,Petrol,Dealer,Manual,0,0.77
Tata,2013,8.95,205957,Diesel,Individual,Manual,0,1.05
Toyota,2018,14.21,103650,Diesel,Dealer,Manual,0,3.38
Maruti,2009,8.67,258185,Petrol,Individual,Manual,0,0.62
Ford,2016,8.39,149740,Petrol,Dealer,Manual,1,1.54
Mahindra,2024,10.36,36735,Diesel,Dealer,Manual,1,6.9
Maruti,2019,7.49,105416,CNG,Individual,Manual,1,1.65
Hyundai,2021,7.68,84844,Petrol,Dealer,Manual,0,3.26
Mahindra,2008,9.39,258084,Diesel,Dealer,Manual,1,0.59
Renault,2025,6.89,16711,Petrol,Individual,Automatic,0,5.57
Ford,2013,7.69,207152,Diesel,Dealer,Automatic,1,1.09
Mahindra,2014,10.82,184101,Petrol,Dealer,Manual,0,1.58
Maruti,2013,6.41,174709,Petrol,Individual,Manual,0,0.7
Volkswagen,2013,9.58,196935,CNG,Dealer,Manual,1,1.09
Maruti,2008,6.4,264803,Petrol,Dealer,Manual,0,0.45
Mahindra,2011,10.6,230887,CNG,Dealer,Manual,2,0.83
Renault,2023,7.77,35035,Diesel,Individual,Manual,3,3.98
Toyota,2024,15.38,26931,Petrol,Dealer,Manual,1,10.94
Hyundai,2013,8.83,195941,Petrol,Individual,Manual,0,0.97
Toyota,2020,14.21,79429,Petrol,Dealer,Manual,1,5.11
Volkswagen,2023,10.96,41897,Petrol,Dealer,Automatic,0,7.76
Hyundai,2011,7.58,221944,CNG,Dealer,Automatic,0,0.79
Honda,2018,8.74,125976,Diesel,Dealer,Manual,0,2.35
Hyundai,2019,9.98,109508,Diesel,Dealer,Manual,1,2.55
Hyundai,2010,9.38,224888,Diesel,Dealer,Automatic,0,0.89
Ford,2025,10.43,5373,Diesel,Individual,Manual,0,9.37
Ford,2023,8.94,28485,Petrol,Dealer,Automatic,0,6.2
Mahindra,2024,11.74,17496,Petrol,Dealer,Manual,0,8.52
Toyota,2010,13.59,240615,CNG,Dealer,Manual,2,0.93
Ford,2016,10.69,152001,Petrol,Individual,Manual,0,1.72
Renault,2008,8.26,260127,Petrol,Dealer,Automatic,0,0.57
Ford,2015,10.08,151832,Diesel,Dealer,Manual,0,1.7
Honda,2016,11.08,156967,Diesel,Dealer,Manual,0,2.18
Maruti,2009,8.62,252916,Diesel,Individual,Manual,0,0.61
Renault,2023,6.48,49551,Diesel,Dealer,Manual,0,4.08
Tata,2023,8.2,54353,Petrol,Dealer,Manual,0,4.7
Toyota,2012,13.13,215091,Petrol,Dealer,Manual,0,1.58
Toyota,2009,15.72,254301,Diesel,Individual,Manual,0,1.14
Mahindra,2020,11.85,88654,Petrol,Dealer,Manual,0,4.02
Renault,2008,7.53,259754,Diesel,Individual,Manual,0,0.49
Ford,2022,10.23,65792,Diesel,Individual,Manual,1,4.14
Ford,2009,8.95,254494,Diesel,Dealer,Manual,1,0.65
Mahindra,2022,10.13,48221,Petrol,Dealer,Manual,0,5.23
Honda,2013,11.06,201926,Petrol,Dealer,Automatic,1,1.55
Volkswagen,2024,10.25,20672,Petrol,Individual,Manual,0,7.43
Tata,2023,9.27,42663,Petrol,Dealer,Manual,0,5.52
Tata,2022,7.04,54017,Diesel,Dealer,Manual,0,3.55
Hyundai,2021,8.82,79034,CNG,Individual,Automatic,0,3.48
Mahindra,2011,10.16,224180,Diesel,Dealer,Manual,0,1.09
Tata,2023,7.42,38523,Diesel,Individual,Manual,0,4.61
Renault,2012,7.55,202818,Petrol,Individual,Manual,0,0.74
Honda,2020,8.58,92870,Petrol,Dealer,Automatic,1,3.08
Toyota,2014,14.75,167587,Petrol,Individual,Manual,0,1.99
Toyota,2011,11.92,210946,Petrol,Dealer,Automatic,0,1.35
Mahindra,2018,9.38,128498,CNG,Dealer,Automatic,0,2.38
Ford,2021,11.16,77356,CNG,Dealer,Automatic,0,4.65
Mahindra,2014,13.0,178797,Petrol,Dealer,Manual,0,1.96
Volkswagen,2016,11.69,141919,Diesel,Individual,Manual,0,2.12
Tata,2009,7.03,250267,Petrol,Dealer,Automatic,0,0.55
Tata,2010,7.11,225242,Diesel,Dealer,Manual,0,0.6
Ford,2020,9.86,91560,Diesel,Individual,Manual,1,2.97
Volkswagen,2010,9.74,234356,CNG,Dealer,Manual,1,0.75
Hyundai,2008,8.57,269083,Diesel,Individual,Manual,0,0.55
Maruti,2011,6.51,221029,Diesel,Dealer,Manual,0,0.63
Hyundai,2010,8.99,236423,CNG,Dealer,Manual,0,0.76
Skoda,2011,11.1,221001,Petrol,Dealer,Manual,0,1.16
Ford,2015,9.85,164370,Diesel,Dealer,Manual,0,1.81
Honda,2012,11.54,214221,Petrol,Dealer,Manual,3,1.1
Skoda,2017,10.37,115691,Petrol,Dealer,Manual,0,2.36
Toyota,2022,13.01,46921,Diesel,Dealer,Manual,0,7.24
Skoda,2025,13.38,16291,Diesel,Dealer,Automatic,0,12.46
Toyota,2016,13.33,139920,Diesel,Individual,Automatic,0,2.4
Ford,2016,9.21,143484,Diesel,Individual,Manual,1,1.56
Renault,2012,7.73,209589,Petrol,Individual,Manual,0,0.79
Honda,2025,9.74,12143,Diesel,Dealer,Manual,1,8.68
Hyundai,2014,7.4,174003,Diesel,Individual,Manual,0,0.96
Toyota,2008,16.28,273533,Diesel,Dealer,Manual,2,0.96
Mahindra,2009,12.23,265979,CNG,Individual,Manual,0,0.8
Toyota,2024,14.33,25290,Diesel,Dealer,Manual,1,9.7
Renault,2014,7.96,184492,Petrol,Individual,Manual,0,1.13
Tata,2024,7.8,23549,Diesel,Dealer,Automatic,0,6.41
Hyundai,2018,9.04,115775,Petrol,Individual,Manual,1,2.0
Honda,2015,8.35,156960,Diesel,Dealer,Manual,1,1.29
Mahindra,2019,11.24,111652,Diesel,Dealer,Automatic,0,3.49
Mahindra,2015,11.11,171649,Diesel,Individual,Manual,0,1.63
Honda,2021,9.65,74339,Petrol,Dealer,Manual,1,4.03
Mahindra,2010,11.87,232196,Diesel,Dealer,Manual,1,1.01
Renault,2012,7.27,204930,Diesel,Individual,Manual,2,0.71
Renault,2015,6.28,149844,CNG,Individual,Manual,0,0.85
Hyundai,2023,7.71,57741,Petrol,Dealer,Manual,3,3.8
Skoda,2016,12.32,152196,Diesel,Dealer,Manual,0,2.26
Toyota,2023,15.3,41390,Petrol,Individual,Manual,1,7.55
Mahindra,2025,13.28,19448,Petrol,Individual,Automatic,1,11.24
Tata,2019,7.34,92436,Diesel,Dealer,Manual,1,2.09
Honda,2022,8.62,68235,Petrol,Individual,Manual,0,3.78
Mahindra,2010,12.44,226257,Diesel,Dealer,Manual,0,1.06
Hyundai,2011,7.57,216090,Diesel,Dealer,Manual,2,0.7
Hyundai,2016,9.78,158164,Petrol,Dealer,Automatic,1,1.98
Skoda,2020,12.75,94960,Diesel,Dealer,Automatic,2,4.17
Maruti,2009,6.58,253360,Petrol,Dealer,Manual,2,0.47
Maruti,2021,7.09,73071,Diesel,Dealer,Manual,3,2.53
Tata,2019,8.41,113322,Petrol,Dealer,Manual,1,2.14
Hyundai,2017,9.83,137353,Diesel,Dealer,Manual,0,2.09
Ford,2025,11.24,10670,Diesel,Individual,Automatic,0,9.43
Toyota,2020,17.41,90911,Petrol,Dealer,Manual,1,5.47
Mahindra,2024,12.82,34700,Diesel,Individual,Manual,0,8.99
Volkswagen,2015,9.59,159874,Petrol,Individual,Manual,1,1.36
Tata,2023,7.83,40630,CNG,Dealer,Manual,0,4.71
Maruti,2019,6.77,95545,Petrol,Individual,Manual,0,1.74
Hyundai,2015,9.22,160619,Petrol,Individual,Manual,1,1.31
Renault,2016,7.69,151078,Petrol,Individual,Automatic,1,1.27
Maruti,2008,6.44,271956,Diesel,Dealer,Automatic,0,0.49
Volkswagen,2011,10.21,216670,Diesel,Dealer,Manual,0,0.99
Ford,2017,9.75,132390,Petrol,Dealer,Automatic,0,2.3
Volkswagen,2013,11.88,189269,Petrol,Individual,Manual,0,1.36
Skoda,2025,10.7,23455,Petrol,Dealer,Manual,1,8.6
Skoda,2019,12.28,103745,Petrol,Dealer,Manual,0,3.24
Skoda,2014,13.62,173256,Diesel,Individual,Manual,0,1.95
Maruti,2011,8.49,219591,Petrol,Individual,Manual,0,0.76
Hyundai,2018,9.69,121772,Petrol,Dealer,Manual,1,2.23
Tata,2015,8.66,162976,Petrol,Dealer,Manual,0,1.36
Honda,2020,11.77,102376,Petrol,Individual,Manual,3,2.83
Maruti,2012,7.34,217729,Diesel,Dealer,Automatic,1,0.92
Toyota,2024,13.19,28143,Diesel,Dealer,Manual,0,9.65
Volkswagen,2023,10.87,46985,CNG,Dealer,Manual,0,5.76
Skoda,2010,11.7,240512,Petrol,Dealer,Manual,1,0.91
Volkswagen,2022,12.83,64275,Diesel,Individual,Manual,2,5.54
Renault,2015,7.68,160309,Petrol,Dealer,Manual,1,1.19
Volkswagen,2013,9.69,184783,CNG,Individual,Manual,0,1.1
Mahindra,2021,11.57,72018,Petrol,Individual,Manual,0,4.67
Hyundai,2019,10.38,93354,Petrol,Individual,Automatic,3,2.57
Ford,2016,8.41,149779,CNG,Dealer,Manual,2,1.39
Maruti,2025,7.5,6856,CNG,Dealer,Manual,3,5.3
Volkswagen,2017,9.48,136442,CNG,Dealer,Manual,0,2.01
Volkswagen,2024,10.61,22575,Petrol,Dealer,Manual,0,8.07
Maruti,2014,6.71,181515,Petrol,Individual,Manual,0,0.96
Toyota,2012,16.92,228561,Diesel,Dealer,Manual,1,1.95
Tata,2014,8.67,178540,CNG,Individual,Manual,2,1.01
Volkswagen,2021,9.43,80193,Diesel,Dealer,Automatic,0,4.47
Volkswagen,2020,10.14,98711,Diesel,Dealer,Manual,0,3.51
Tata,2015,9.18,161110,Diesel,Dealer,Manual,0,1.65
Toyota,2016,17.15,149727,Petrol,Individual,Manual,2,2.74
Toyota,2017,14.45,139004,Diesel,Individual,Manual,1,2.65
Skoda,2018,14.06,120719,Petrol,Dealer,Manual,0,3.39
Honda,2023,9.67,37573,Diesel,Dealer,Manual,2,5.16
Maruti,2015,7.56,154884,Petrol,Dealer,Manual,2,1.1
Honda,2015,9.54,182268,Petrol,Individual,Manual,3,1.15
Renault,2009,7.41,270975,Diesel,Individual,Manual,0,0.55
Hyundai,2013,10.62,190300,Diesel,Individual,Manual,0,1.23
Skoda,2020,12.0,95246,Diesel,Dealer,Manual,0,4.07
Volkswagen,2023,9.32,39241,Diesel,Individual,Manual,1,5.04
Volkswagen,2015,10.44,164409,Petrol,Dealer,Manual,1,1.64
Ford,2010,8.96,242812,Diesel,Individual,Manual,1,0.65
Hyundai,2025,8.3,500,Petrol,Dealer,Manual,0,7.42
Tata,2011,9.3,222124,CNG,Individual,Automatic,0,0.81
Volkswagen,2013,10.15,187654,Petrol,Dealer,Manual,0,1.23
Honda,2009,10.7,254173,Petrol,Dealer,Manual,0,0.78
Renault,2024,8.4,23806,Petrol,Dealer,Manual,0,6.67
Tata,2022,8.14,60583,Diesel,Individual,Manual,0,3.92
Skoda,2022,14.79,50327,Petrol,Dealer,Manual,2,6.92
Hyundai,2012,7.28,202109,Diesel,Dealer,Manual,2,0.75
Tata,2011,7.44,228199,Petrol,Individual,Manual,1,0.64
Maruti,2008,6.44,273933,Petrol,Individual,Manual,1,0.36
Toyota,2010,12.81,240331,Diesel,Individual,Manual,1,1.03
Volkswagen,2013,9.26,189871,Petrol,Individual,Manual,0,1.13
Tata,2014,8.32,169088,Petrol,Dealer,Manual,0,1.26
Honda,2020,10.91,84462,CNG,Dealer,Automatic,1,3.66
Skoda,2015,13.83,148389,Petrol,Individual,Manual,0,2.14
Skoda,2022,12.42,74705,Petrol,Dealer,Manual,0,6.1
Toyota,2012,13.02,213711,Petrol,Dealer,Manual,0,1.44
Volkswagen,2018,12.61,114943,Petrol,Dealer,Manual,0,3.17
Honda,2008,8.78,272508,Petrol,Individual,Manual,0,0.53
Volkswagen,2010,9.46,238599,Petrol,Dealer,Manual,0,0.79
Mahindra,2023,10.6,41346,CNG,Dealer,Manual,1,5.61
Renault,2010,7.49,260919,Diesel,Individual,Automatic,1,0.64
Honda,2017,11.83,137497,Diesel,Individual,Manual,0,2.51
Tata,2008,7.06,272175,Diesel,Dealer,Manual,0,0.48
Hyundai,2014,7.27,186106,Petrol,Dealer,Manual,0,1.12
Mahindra,2010,10.85,243262,Petrol,Individual,Automatic,1,0.94
Mahindra,2015,11.18,177339,Petrol,Dealer,Manual,0,1.8
Ford,2019,8.3,110975,Petrol,Individual,Manual,1,1.85
Tata,2015,9.28,161342,Petrol,Dealer,Manual,0,1.48
Renault,2017,8.53,144263,Petrol,Individual,Manual,2,1.43
Ford,2019,10.97,111575,Diesel,Dealer,Automatic,0,3.37
Renault,2010,8.64,233139,Petrol,Individual,Manual,0,0.67
Toyota,2019,12.98,108471,Petrol,Dealer,Manual,0,3.72
Mahindra,2011,10.64,218903,Petrol,Individual,Manual,2,0.87
Skoda,2023,13.64,42739,CNG,Individual,Manual,0,6.72
Skoda,2019,12.2,98939,Petrol,Dealer,Manual,0,3.3
Maruti,2022,7.51,63175,Diesel,Individual,Manual,1,3.47
Skoda,2020,10.71,88972,Petrol,Dealer,Manual,1,3.29
Honda,2009,11.44,255447,Petrol,Individual,Automatic,0,0.87
Ford,2014,8.51,180430,Diesel,Dealer,Manual,0,1.21
Ford,2013,7.74,192807,Petrol,Individual,Manual,1,0.91
Volkswagen,2014,9.3,170789,Petrol,Dealer,Automatic,0,1.48
Mahindra,2015,12.22,161623,Diesel,Individual,Manual,0,1.99
Toyota,2021,14.13,63574,Petrol,Dealer,Manual,0,5.87
Skoda,2023,14.03,36634,Diesel,Dealer,Manual,1,8.27
Volkswagen,2017,12.93,124701,Petrol,Individual,Manual,0,2.36
Skoda,2011,13.54,218272,Petrol,Individual,Manual,0,1.23
Volkswagen,2017,10.9,120423,Diesel,Dealer,Manual,0,2.55
Mahindra,2013,10.54,177744,Diesel,Dealer,Manual,0,1.5
Tata,2015,7.07,174040,Petrol,Dealer,Automatic,0,1.35
Maruti,2022,6.16,62118,Diesel,Dealer,Manual,0,2.97
Volkswagen,2021,9.37,56733,Petrol,Dealer,Manual,1,4.15
Mahindra,2008,11.23,281549,Petrol,Individual,Manual,0,0.67
Honda,2019,8.58,97170,Diesel,Dealer,Manual,0,2.46
Toyota,2025,15.93,2420,Diesel,Dealer,Manual,0,14.31
Mahindra,2015,11.36,174061,Petrol,Dealer,Automatic,3,1.64
Hyundai,2024,9.97,25529,Petrol,Dealer,Manual,0,7.41
Skoda,2021,11.8,73961,Diesel,Individual,Manual,0,4.34
Renault,2011,7.13,239155,CNG,Individual,Manual,0,0.59
Toyota,2016,15.9,137149,Diesel,Dealer,Manual,3,2.44
Volkswagen,2009,11.61,257227,Petrol,Dealer,Manual,0,0.87
Renault,2021,8.35,72263,Petrol,Dealer,Manual,0,3.65
Tata,2014,7.86,185238,Diesel,Dealer,Manual,3,0.95
Toyota,2020,15.7,90775,Petrol,Dealer,Manual,0,5.54
Toyota,2020,17.01,82526,Diesel,Dealer,Manual,1,5.9
Honda,2011,10.29,236981,Petrol,Individual,Manual,0,0.94
Honda,2018,8.88,113563,Petrol,Individual,Manual,3,1.68
Maruti,2015,6.79,165745,Diesel,Individual,Manual,2,0.93
Tata,2020,7.7,91397,Petrol,Individual,Manual,0,2.29
Hyundai,2025,8.95,1547,Petrol,Dealer,Automatic,3,7.64
Toyota,2023,13.01,45961,Diesel,Individual,Manual,1,6.62
Mahindra,2012,10.7,202951,Diesel,Dealer,Automatic,1,1.26
Mahindra,2022,10.26,59648,Petrol,Dealer,Manual,0,5.15
Volkswagen,2019,11.5,97139,Petrol,Dealer,Automatic,2,3.09
Ford,2020,9.73,106624,Petrol,Dealer,Manual,0,2.89
Volkswagen,2008,10.83,274635,Diesel,Dealer,Automatic,0,0.88
Tata,2010,8.88,242569,Diesel,Individual,Manual,1,0.69
Toyota,2015,17.46,162865,Petrol,Individual,Manual,0,2.57
Mahindra,2021,13.13,82289,Diesel,Dealer,Manual,1,5.44
Toyota,2014,13.58,187981,Petrol,Dealer,Manual,0,2.12
Tata,2009,8.15,254495,Petrol,Dealer,Manual,0,0.62
Renault,2019,6.58,108023,Petrol,Dealer,Manual,2,1.51
Maruti,2017,7.57,130804,Diesel,Dealer,Manual,0,1.75
Hyundai,2011,9.66,224919,Diesel,Dealer,Manual,1,0.94
Hyundai,2014,7.79,176108,Diesel,Dealer,Manual,1,1.14
Toyota,2020,15.32,90779,Petrol,Individual,Automatic,0,5.4
Hyundai,2025,8.88,19455,Diesel,Dealer,Manual,0,8.22
Maruti,2013,8.15,192494,Diesel,Dealer,Manual,0,1.05
Mahindra,2009,9.91,250118,Diesel,Dealer,Manual,2,0.7
Renault,2024,7.73,30872,CNG,Individual,Manual,0,4.71
Tata,2016,8.68,151628,Petrol,Dealer,Manual,0,1.62
Volkswagen,2024,9.93,44021,Petrol,Dealer,Manual,0,7.33
Skoda,2025,14.22,23323,Petrol,Dealer,Manual,1,10.87
Renault,2011,6.06,214811,Diesel,Dealer,Manual,0,0.65
Hyundai,2008,7.39,258757,Diesel,Individual,Manual,2,0.4
Renault,2015,8.69,157153,Diesel,Dealer,Manual,0,1.52
Tata,2022,6.47,60534,Petrol,Dealer,Automatic,0,3.47
Toyota,2016,13.47,148199,Diesel,Dealer,Automatic,0,2.89
Toyota,2024,16.67,36736,Petrol,Individual,Automatic,1,11.18
Renault,2025,7.19,500,Diesel,Individual,Manual,0,6.05
Volkswagen,2015,12.07,169165,Diesel,Individual,Manual,0,1.92
Renault,2023,7.75,44422,CNG,Dealer,Manual,0,4.37
Toyota,2012,13.28,206648,Diesel,Dealer,Manual,0,1.55
Volkswagen,2023,10.79,56259,CNG,Individual,Manual,1,4.7
Hyundai,2021,7.93,82492,Petrol,Individual,Manual,0,2.72
Skoda,2020,11.62,92295,Petrol,Individual,Manual,2,3.05
Maruti,2009,6.62,248623,Petrol,Dealer,Automatic,0,0.53
Tata,2016,6.96,155491,Petrol,Dealer,Manual,2,1.19
Renault,2024,6.67,18338,Petrol,Dealer,Automatic,0,5.43
Toyota,2022,15.36,62229,Petrol,Dealer,Automatic,0,8.0
Tata,2012,9.1,209277,Petrol,Individual,Manual,2,0.78
Tata,2015,6.54,184784,CNG,Dealer,Manual,0,1.01
Mahindra,2013,9.44,197802,Diesel,Individual,Manual,0,1.14
Tata,2011,8.25,226107,Petrol,Dealer,Automatic,0,0.9
Volkswagen,2021,11.35,83778,Diesel,Individual,Manual,0,4.34
Ford,2018,9.03,125065,Diesel,Dealer,Manual,0,2.26
Skoda,2024,12.88,20899,CNG,Dealer,Manual,0,9.36
Honda,2020,11.09,91805,Petrol,Dealer,Automatic,0,4.14
Skoda,2020,10.96,76374,Petrol,Dealer,Automatic,0,4.6
Hyundai,2010,8.56,243479,Diesel,Dealer,Manual,2,0.71
Hyundai,2019,7.74,92801,Diesel,Dealer,Manual,0,2.33
Toyota,2016,14.09,149458,Petrol,Individual,Manual,0,2.4
Renault,2015,7.63,175745,Diesel,Individual,Manual,0,1.11
Volkswagen,2016,10.73,132426,Petrol,Dealer,Manual,0,2.1
Volkswagen,2009,10.36,252713,Diesel,Dealer,Automatic,3,0.77
Skoda,2013,13.39,186130,Diesel,Dealer,Manual,0,1.86
Honda,2023,10.05,39511,Diesel,Individual,Manual,0,5.93
Skoda,2023,10.93,46279,Petrol,Dealer,Manual,0,6.65
Tata,2008,9.07,273694,Petrol,Individual,Manual,1,0.54
Tata,2010,9.32,237427,Diesel,Dealer,Manual,0,0.8
Hyundai,2016,10.6,151808,Diesel,Dealer,Automatic,0,2.26
Hyundai,2025,8.36,8216,Diesel,Dealer,Manual,0,8.07
Mahindra,2024,12.13,48609,Petrol,Dealer,Manual,0,7.82
Ford,2019,8.14,92261,Petrol,Dealer,Manual,0,2.34
Tata,2017,8.65,128727,Diesel,Dealer,Automatic,0,2.12
Maruti,2015,6.87,163874,Diesel,Dealer,Manual,2,1.04
Hyundai,2009,8.68,247120,CNG,Individual,Manual,0,0.58
Maruti,2021,6.14,90061,Petrol,Dealer,Automatic,1,2.42
Volkswagen,2024,9.65,23469,CNG,Individual,Manual,0,6.49
Hyundai,2021,9.52,97898,Petrol,Individual,Automatic,0,3.48
Tata,2020,7.96,95197,Petrol,Dealer,Manual,0,2.48
Ford,2024,10.18,30451,Petrol,Individual,Manual,0,6.69
Toyota,2011,15.94,214878,Petrol,Dealer,Manual,0,1.68
Ford,2011,8.65,223836,Diesel,Dealer,Automatic,1,0.91
Renault,2019,6.06,97532,CNG,Dealer,Manual,0,1.64
Hyundai,2021,10.42,63379,Diesel,Individual,Manual,1,4.08
Ford,2021,11.25,77898,Petrol,Dealer,Manual,0,4.86
Mahindra,2016,12.29,149844,Petrol,Individual,Manual,0,2.24
Renault,2016,6.48,140249,Diesel,Dealer,Automatic,0,1.36
Mahindra,2023,11.39,43368,Petrol,Dealer,Manual,0,7.06
Renault,2010,6.58,231528,Petrol,Dealer,Manual,0,0.55
Honda,2016,8.43,150860,Diesel,Dealer,Manual,2,1.37
Mahindra,2023,12.87,43541,Petrol,Dealer,Automatic,0,8.95
Renault,2017,7.24,143994,Petrol,Dealer,Automatic,0,1.79
Toyota,2025,12.19,18644,Petrol,Dealer,Automatic,2,10.64
Volkswagen,2011,11.2,219734,Diesel,Dealer,Manual,0,1.11
Honda,2011,8.37,212169,Diesel,Dealer,Manual,0,0.9
Skoda,2013,12.91,195711,Petrol,Dealer,Manual,1,1.54
Toyota,2017,16.18,139440,Petrol,Dealer,Manual,0,3.3
Volkswagen,2018,11.75,123608,Diesel,Dealer,Automatic,1,3.03
Skoda,2011,13.32,228223,Diesel,Individual,Automatic,2,1.2
Skoda,2025,14.57,15340,Diesel,Dealer,Manual,0,13.13
Hyundai,2008,8.03,270864,Diesel,Individual,Automatic,0,0.53
Maruti,2023,6.27,33812,Diesel,Dealer,Manual,0,4.13
Renault,2015,8.31,163982,Petrol,Dealer,Manual,0,1.42
Ford,2018,10.57,109612,Petrol,Individual,Manual,1,2.22
Skoda,2023,11.29,49259,Diesel,Dealer,Automatic,0,7.12
Renault,2009,8.31,257088,Petrol,Dealer,Manual,0,0.67
Tata,2011,7.02,222721,Diesel,Individual,Manual,0,0.7
Toyota,2016,16.72,153377,Petrol,Individual,Manual,1,2.58
Mahindra,2015,13.22,152942,Petrol,Dealer,Manual,1,2.12
Hyundai,2024,8.77,28629,Petrol,Dealer,Manual,0,6.22
Ford,2023,9.73,41163,Diesel,Dealer,Automatic,1,5.85
Skoda,2011,11.44,220121,Petrol,Individual,Manual,0,0.98
Honda,2011,9.6,232939,CNG,Dealer,Manual,0,0.92
Ford,2008,10.01,274290,Petrol,Dealer,Manual,0,0.67
Tata,2025,7.25,22596,Diesel,Individual,Manual,0,5.44
Tata,2017,7.67,134428,Diesel,Dealer,Manual,0,1.71
Maruti,2014,7.71,178678,CNG,Dealer,Manual,0,1.07
Ford,2012,8.62,220720,Diesel,Individual,Manual,0,0.91
Volkswagen,2014,13.08,194849,Diesel,Individual,Manual,0,1.82
Ford,2015,9.17,146152,Petrol,Dealer,Manual,0,1.56
Honda,2021,10.49,61269,Petrol,Dealer,Manual,1,4.43
Skoda,2023,13.96,57843,Diesel,Individual,Automatic,0,8.28
Renault,2015,8.02,168030,CNG,Dealer,Manual,1,1.19
Ford,2024,8.78,39589,Diesel,Dealer,Manual,1,5.71
Skoda,2022,12.87,75426,Petrol,Individual,Manual,1,5.35
Toyota,2018,17.16,109182,Petrol,Dealer,Manual,1,3.87
Mahindra,2021,13.54,63636,Petrol,Individual,Manual,1,5.05
Maruti,2016,7.54,147822,Petrol,Dealer,Manual,2,1.2
Mahindra,2013,10.2,192248,Petrol,Individual,Manual,1,1.09
Maruti,2016,6.51,147473,CNG,Dealer,Automatic,0,1.25
Hyundai,2020,7.9,97253,Petrol,Individual,Manual,2,2.01
Tata,2024,6.8,25776,Petrol,Dealer,Manual,1,4.57
Tata,2018,9.31,125717,Petrol,Dealer,Manual,0,2.36
Maruti,2013,6.36,195719,Petrol,Dealer,Automatic,0,0.89
Maruti,2022,7.89,59818,Diesel,Dealer,Manual,1,3.96
Ford,2020,9.03,80955,Petrol,Dealer,Manual,0,3.29
Ford,2012,10.01,210746,Petrol,Dealer,Manual,1,1.06
Tata,2012,7.26,203059,Petrol,Individual,Manual,0,0.79
Hyundai,2019,8.71,106936,CNG,Dealer,Manual,2,2.07
Skoda,2025,11.71,4351,Petrol,Individual,Automatic,0,9.99
Mahindra,2018,13.06,118554,Diesel,Dealer,Manual,0,3.49
Hyundai,2010,9.18,237097,CNG,Individual,Manual,0,0.67
Mahindra,2015,12.95,170869,Petrol,Individual,Manual,0,1.85
Mahindra,2013,12.0,193741,Diesel,Dealer,Manual,0,1.59
Volkswagen,2008,10.31,272503,Petrol,Individual,Manual,1,0.61
Tata,2017,8.17,129619,Diesel,Individual,Manual,0,1.68
Volkswagen,2010,11.01,239804,Petrol,Dealer,Automatic,0,1.06
Honda,2019,11.62,101109,Petrol,Dealer,Manual,0,3.5
Honda,2024,11.68,28347,Diesel,Individual,Manual,0,7.69
Tata,2014,9.23,171100,Petrol,Dealer,Manual,0,1.28
Mahindra,2019,12.24,113466,Diesel,Dealer,Manual,0,3.45
